,id,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,review_scores_rating,number_of_reviews
1981,17144197,114353388,0,Union Station,39.75410219204647,-105.0072437550678,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
1982,17151090,10493254,1,Sloan Lake,39.753922318369504,-105.03909547142055,Entire home/apt,6,2.5,3,3.0,350.0,200.0,90.0,2
1983,17154487,24157036,0,CBD,39.74422648465908,-104.99591788851784,Entire home/apt,2,1.0,1,1.0,214.0,250.0,,0
1984,17154609,27128741,1,Five Points,39.748446823374145,-104.97413626987574,Private room,4,1.5,1,2.0,85.0,50.0,98.0,132
1985,17155851,910454,1,Five Points,39.76136827058185,-104.97903444580885,Entire home/apt,5,1.0,2,2.0,119.0,59.0,96.0,170
1987,17175148,45042038,1,Five Points,39.7532177356599,-104.9792433551433,Entire home/apt,6,1.5,2,3.0,345.0,100.0,98.0,75
1988,17175955,115562717,1,University,39.669738960255344,-104.97310949513069,Entire home/apt,6,2.0,3,3.0,225.0,160.0,100.0,41
1993,17224782,1636571,1,Speer,39.71740860421231,-104.9735565223226,Entire home/apt,2,1.0,1,1.0,75.0,99.0,94.0,7
1995,17240564,10586703,1,City Park West,39.748848892832754,-104.96128848834337,Entire home/apt,2,1.0,1,1.0,65.0,50.0,98.0,39
1996,17240910,115562717,1,University,39.6687062888289,-104.97179073533528,Entire home/apt,2,1.0,1,1.0,85.0,60.0,98.0,90
2001,17270930,116456695,1,Clayton,39.762093203938335,-104.95902245100504,Entire home/apt,10,2.5,4,5.0,175.0,175.0,100.0,57
2004,17299660,24157036,0,CBD,39.74681937225915,-104.99740914189371,Entire home/apt,2,1.0,1,1.0,188.0,225.0,,0
2007,17303217,111422650,1,University Hills,39.66679020302207,-104.93412716960138,Entire home/apt,4,1.0,2,2.0,119.0,50.0,98.0,55
2008,17316224,116858592,0,University Hills,39.664865124643676,-104.92994408640457,Entire home/apt,5,1.0,2,3.0,199.0,100.0,100.0,7
2011,17329756,24326234,1,Capitol Hill,39.73563331539973,-104.98044801260416,Entire home/apt,5,1.0,2,3.0,145.0,60.0,98.0,145
2025,17395429,5216325,0,CBD,39.745531011193094,-104.9972574468359,Entire home/apt,6,2.0,2,2.0,125.0,159.0,100.0,1
2027,17406600,117694686,0,Gateway - Green Valley Ranch,39.79302738702052,-104.73671566896587,Private room,2,1.0,1,1.0,45.0,5.0,99.0,121
2030,17419747,34955862,0,Baker,39.71344223273812,-104.99256034873072,Entire home/apt,3,1.0,1,2.0,122.0,140.0,98.0,32
2032,17421723,31534039,1,Five Points,39.763902763229,-104.97600163253244,Entire home/apt,4,1.5,1,2.0,79.0,65.0,97.0,111
2035,17435540,117968196,0,Capitol Hill,39.73132572193538,-104.98579829915369,Entire home/apt,2,1.0,1,1.0,69.0,0.0,,0
2037,17448285,86784910,1,Speer,39.7173727247193,-104.98164141710221,Entire home/apt,3,1.0,1,1.0,85.0,50.0,99.0,41
2042,17482919,38409805,1,Northeast Park Hill,39.76282018590575,-104.9087178645446,Private room,2,1.0,1,1.0,45.0,30.0,99.0,33
2044,17497575,114353388,0,Five Points,39.75643908410819,-104.99084726695752,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2045,17497576,114353388,0,Five Points,39.75629281679229,-104.99077166910223,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2046,17497577,114353388,0,Five Points,39.7545926522309,-104.98935580711832,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2047,17497578,114353388,0,Five Points,39.756830775388906,-104.99076266539271,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2048,17497579,114353388,0,Five Points,39.75548127540885,-104.99126729303607,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2049,17497580,114353388,0,Five Points,39.756360146183226,-104.9890212873347,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2050,17497581,114353388,0,Five Points,39.75467034818971,-104.9899842970516,Entire home/apt,6,2.5,2,3.0,230.0,110.0,,0
2051,17497582,114353388,0,Five Points,39.75625124824339,-104.99131190317648,Entire home/apt,6,2.0,2,3.0,230.0,110.0,100.0,1
2052,17497583,114353388,0,Five Points,39.75685944227728,-104.98931159199934,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2053,17497584,114353388,0,Five Points,39.75527147491346,-104.98918013814058,Entire home/apt,4,1.0,1,2.0,230.0,110.0,100.0,1
2054,17497585,114353388,0,Five Points,39.75669058083822,-104.98903506668941,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2055,17497586,114353388,0,Five Points,39.754902304688045,-104.98988226490049,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2056,17497587,114353388,0,Five Points,39.755508435141635,-104.989314211128,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2057,17497588,114353388,0,Five Points,39.756293596894615,-104.98993795781817,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2058,17497589,114353388,0,Five Points,39.7554071257825,-104.9914002719365,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2059,17497590,114353388,0,Five Points,39.75684126323408,-104.98948972475884,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2060,17497591,114353388,0,Five Points,39.756374187801214,-104.99101002604046,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2061,17497593,114353388,0,Five Points,39.75544728458843,-104.98976820589036,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2062,17497594,114353388,0,Five Points,39.756017546232336,-104.9894425768324,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2071,17554617,1636571,1,Speer,39.71615260016704,-104.97540786934609,Entire home/apt,3,1.0,1,1.0,140.0,99.0,100.0,3
2074,17556772,119155604,1,Cheesman Park,39.732363726450686,-104.96987725627064,Entire home/apt,4,1.0,2,3.0,89.0,35.0,100.0,101
2076,17574993,100369882,0,Jefferson Park,39.75563410308345,-105.02366680577394,Entire home/apt,4,1.0,1,2.0,109.0,179.0,,0
2084,17606274,109840383,1,Whittier,39.756008389233244,-104.96031527782907,Private room,2,1.0,1,1.0,59.0,25.0,100.0,35
2090,17624530,7304490,1,Five Points,39.753469609515044,-104.9919757311774,Entire home/apt,12,2.0,3,8.0,650.0,150.0,100.0,40
2093,17638211,4962900,0,Five Points,39.756038615881955,-104.98983866982391,Entire home/apt,6,2.0,2,3.0,229.0,109.0,90.0,4
2094,17638350,4962900,0,Five Points,39.756149851021426,-104.99046855083591,Entire home/apt,6,2.5,2,3.0,229.0,109.0,93.0,6
2095,17638542,4962900,0,Five Points,39.75468111142325,-104.98999357308963,Entire home/apt,6,1.0,2,3.0,229.0,109.0,84.0,5
2096,17638704,4962900,0,Five Points,39.75688364036749,-104.98915579581274,Entire home/apt,6,2.0,2,3.0,229.0,109.0,100.0,4
2097,17638774,4962900,0,Five Points,39.75644001689528,-104.99064744615907,Entire home/apt,6,2.0,2,3.0,229.0,109.0,90.0,2
2098,17638877,4962900,0,Five Points,39.756818601631004,-104.99104362624416,Entire home/apt,4,1.0,1,2.0,229.0,109.0,97.0,6
2099,17638962,4962900,0,Five Points,39.75502852654748,-104.99069495372318,Entire home/apt,6,2.0,2,3.0,229.0,109.0,95.0,22
2100,17639112,114267462,0,Hampden South,39.64118329537693,-104.88325467884769,Private room,2,1.0,1,1.0,54.0,0.0,,1
2101,17639151,4962900,0,Five Points,39.756733426518615,-104.98932561404649,Entire home/apt,6,2.0,2,3.0,229.0,109.0,70.0,2
2102,17639190,4962900,0,Five Points,39.7553029705484,-104.99103272155114,Entire home/apt,4,1.0,1,2.0,229.0,109.0,67.0,3
2103,17639228,4962900,0,Five Points,39.75609012489584,-104.9895057960826,Entire home/apt,4,1.0,1,2.0,229.0,109.0,100.0,2
2104,17639310,4962900,0,Five Points,39.75471800635379,-104.99113613744363,Entire home/apt,6,2.0,2,3.0,999.0,109.0,92.0,13
2105,17639371,102253730,0,Jefferson Park,39.75539437007886,-105.023735398198,Entire home/apt,4,1.0,1,2.0,99.0,130.0,80.0,2
2106,17639379,4962900,0,Five Points,39.755502178100265,-104.99063663052422,Entire home/apt,6,1.0,2,3.0,229.0,109.0,97.0,7
2107,17639767,4962900,0,Five Points,39.7559991450985,-104.99053193913515,Entire home/apt,6,2.0,2,3.0,229.0,109.0,86.0,13
2108,17639769,4962900,0,Five Points,39.756901887030295,-104.98972016288752,Entire home/apt,6,2.0,2,3.0,229.0,109.0,100.0,2
2109,17639805,113408881,1,Northeast Park Hill,39.77380475595845,-104.93864385563076,Shared room,2,1.0,1,1.0,45.0,0.0,95.0,27
2110,17639842,4962900,0,Five Points,39.755275126010865,-104.98973803975613,Entire home/apt,6,1.0,2,3.0,229.0,109.0,96.0,12
2111,17639909,4962900,0,Five Points,39.755128191157866,-104.98903797717493,Entire home/apt,6,2.0,2,3.0,229.0,109.0,80.0,8
2112,17639913,4962900,0,Five Points,39.75612943086127,-104.9905238991028,Entire home/apt,6,2.0,2,3.0,229.0,109.0,83.0,6
2113,17639962,4962900,0,Five Points,39.75517401321483,-104.98902798537218,Entire home/apt,6,2.0,2,3.0,229.0,109.0,75.0,4
2114,17640065,4962900,0,Five Points,39.754748924088176,-104.98924011653958,Entire home/apt,6,2.0,2,3.0,229.0,109.0,90.0,3
2115,17640138,4962900,0,Five Points,39.75507673702216,-104.99131961547177,Entire home/apt,4,1.0,1,2.0,229.0,109.0,,0
2116,17640205,4962900,0,Five Points,39.755518920424734,-104.9906258297174,Entire home/apt,6,2.0,2,3.0,229.0,109.0,85.0,4
2117,17640269,4962900,0,Five Points,39.75550925371177,-104.98936433727829,Entire home/apt,6,2.0,2,3.0,229.0,109.0,80.0,2
2119,17664945,119491603,1,Hale,39.73624129885089,-104.9289479856755,Private room,2,1.0,1,1.0,75.0,25.0,100.0,120
2125,17713792,120736562,0,Globeville,39.77875346250681,-104.98358769021984,Entire home/apt,6,2.0,3,3.0,249.0,175.0,96.0,6
2130,17736834,73069305,0,Stapleton,39.792668905379536,-104.89382558738457,Entire home/apt,10,3.5,5,5.0,240.0,150.0,100.0,14
2132,17763485,114353388,0,Five Points,39.755007976800776,-104.98949215525415,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2133,17763486,114353388,0,Five Points,39.75674699021492,-104.98940298488294,Entire home/apt,6,2.5,2,3.0,230.0,110.0,,0
2145,17856827,50923602,1,Cheesman Park,39.73188605291768,-104.96745685909151,Entire home/apt,4,1.0,2,2.0,169.0,85.0,98.0,19
2147,17863354,34955862,0,Baker,39.71444915653976,-104.99057035292421,Entire home/apt,3,1.0,1,2.0,127.0,143.0,99.0,26
2149,17880848,7838351,0,West Colfax,39.74297863676854,-105.02896806613514,Entire home/apt,6,2.5,2,2.0,200.0,100.0,94.0,15
2150,17900323,122651960,1,Highland,39.76349436598056,-105.01143560085065,Entire home/apt,3,1.0,1,2.0,85.0,60.0,100.0,85
2154,17927914,114353388,0,Five Points,39.75629110367144,-104.9895650954692,Entire home/apt,6,1.0,2,3.0,231.0,110.0,,0
2155,17927915,114353388,0,Five Points,39.754897888036965,-104.99053935027565,Entire home/apt,6,1.0,2,3.0,231.0,110.0,,0
2156,17927916,114353388,0,Five Points,39.756098928922846,-104.98951729586378,Entire home/apt,6,1.0,2,3.0,231.0,110.0,,0
2157,17927961,114353388,0,Five Points,39.75461094161254,-104.99135705095215,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2160,17962655,110426622,0,CBD,39.74682736251045,-104.99563604629546,Entire home/apt,2,1.0,1,1.0,88.0,125.0,60.0,1
2162,17980809,123518488,0,Hampden,39.666104042327646,-104.91533076821295,Private room,1,1.0,1,1.0,45.0,0.0,95.0,6
2164,17989895,94088154,0,Sunnyside,39.77242573810109,-105.01532334660244,Entire home/apt,2,1.0,1,1.0,120.0,60.0,100.0,6
2165,17993478,6425090,0,Capitol Hill,39.73173360472409,-104.98429784783312,Entire home/apt,4,1.0,2,4.0,90.0,39.0,95.0,82
2166,18000300,24490061,0,North Capitol Hill,39.74509473254917,-104.97821102701563,Entire home/apt,2,1.0,1,1.0,160.0,65.0,95.0,32
2167,18002228,24326234,1,Capitol Hill,39.736736226668505,-104.98187402719854,Entire home/apt,5,1.0,2,2.0,145.0,60.0,99.0,134
2173,18018738,20578951,1,Jefferson Park,39.75799591804628,-105.02292889359316,Entire home/apt,16,2.0,5,10.0,99.0,150.0,99.0,78
2177,18034478,38010701,1,South Park Hill,39.74954223492977,-104.90398174282902,Entire home/apt,5,1.0,2,3.0,100.0,65.0,97.0,18
2181,18049607,57772781,0,Hale,39.73826387247485,-104.93844410991848,Entire home/apt,14,5.5,5,10.0,999.0,300.0,100.0,8
2182,18052024,124234136,0,Five Points,39.750987442131,-104.97758350928854,Entire home/apt,13,3.5,5,9.0,990.0,300.0,100.0,9
2192,18123887,34955862,0,Union Station,39.75537669261719,-105.00323722583836,Entire home/apt,8,2.0,3,3.0,410.0,249.0,97.0,24
2193,18124933,24326234,1,Capitol Hill,39.736784144863904,-104.98115537035515,Entire home/apt,5,1.0,2,2.0,145.0,60.0,99.0,137
2194,18133714,26019911,0,Country Club,39.7270674715326,-104.97160202764513,Entire home/apt,10,2.0,3,4.0,260.0,150.0,96.0,10
2195,18136259,26273619,1,Overland,39.66855564014398,-104.9894510724538,Entire home/apt,8,2.0,3,4.0,225.0,60.0,99.0,58
2200,18139526,35504792,0,Montclair,39.73562799304439,-104.90669062105043,Entire home/apt,7,2.0,4,5.0,200.0,205.0,100.0,3
2206,18152418,69417152,1,Five Points,39.757583523055565,-104.97695259112608,Entire home/apt,5,2.0,2,3.0,175.0,85.0,99.0,34
2212,18179045,4639745,1,Platt Park,39.689354791427114,-104.98301600019005,Private room,4,1.0,2,3.0,69.0,80.0,100.0,19
2213,18192868,125553346,1,West Colfax,39.74156138057155,-105.03479739641331,Entire home/apt,12,3.5,3,6.0,99.0,180.0,97.0,61
2225,18213185,114353388,0,Union Station,39.75405902922326,-105.00722670949354,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2226,18213186,114353388,0,Union Station,39.7547977210751,-105.00751817107785,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2227,18213187,114353388,0,Union Station,39.75265396583709,-105.00581741010537,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2228,18213188,114353388,0,Union Station,39.75295311126243,-105.00602534606595,Entire home/apt,6,2.0,2,3.0,230.0,110.0,100.0,1
2229,18222702,33445605,1,West Highland,39.76261708030637,-105.03514993073344,Entire home/apt,6,1.5,2,2.0,199.0,110.0,98.0,29
2232,18227614,125573433,0,Baker,39.71644851006242,-104.9963149091574,Entire home/apt,6,2.0,3,4.0,275.0,125.0,95.0,20
2234,18238680,8011160,1,Highland,39.76305289919233,-105.0107365560158,Entire home/apt,5,2.5,2,2.0,250.0,200.0,98.0,13
2240,18250957,26259400,0,Berkeley,39.77673354980076,-105.04259953413309,Entire home/apt,6,2.5,2,3.0,260.0,100.0,100.0,10
2244,18266504,366539,1,Five Points,39.752898344239675,-104.98516729559937,Entire home/apt,10,2.5,2,10.0,625.0,195.0,99.0,19
2253,18327654,121718072,0,Lincoln Park,39.7297498449708,-104.9946288667065,Entire home/apt,2,1.0,1,1.0,120.0,69.0,80.0,1
2254,18327690,121718072,0,Highland,39.76481378298217,-105.01889164280928,Entire home/apt,6,2.5,2,3.0,349.0,115.0,100.0,3
2255,18331616,114353388,0,Five Points,39.756634719854524,-104.98954632670325,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2256,18331617,114353388,0,Five Points,39.75683065580057,-104.99081046633086,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2257,18331619,114353388,0,Five Points,39.755354481592114,-104.98963535410154,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2258,18331620,114353388,0,Five Points,39.756321566552074,-104.98979588474005,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2259,18331621,114353388,0,Five Points,39.75661631826527,-104.98913586351192,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2260,18331622,114353388,0,Five Points,39.754931372865634,-104.9907763444957,Entire home/apt,4,1.0,1,2.0,230.0,110.0,,0
2261,18331882,9859688,1,Capitol Hill,39.734951397136356,-104.97608550450607,Entire home/apt,2,1.0,1,1.0,100.0,0.0,99.0,96
2266,18377729,127278388,0,West Highland,39.76859836446623,-105.02908345320513,Entire home/apt,9,1.0,3,5.0,159.0,165.0,92.0,55
2267,18383633,34479298,1,Sloan Lake,39.752631118105946,-105.04973380671413,Entire home/apt,4,1.0,2,2.0,175.0,99.0,98.0,37
2268,18386667,24157036,0,CBD,39.74434999597586,-104.99481925906466,Entire home/apt,2,1.0,1,1.0,161.0,250.0,100.0,1
2271,18409562,5882721,0,Sloan Lake,39.74922777992892,-105.03077527883232,Entire home/apt,4,1.0,2,2.0,139.0,40.0,100.0,9
2276,18430891,122272953,1,Sloan Lake,39.75181410021597,-105.04300459495958,Entire home/apt,2,1.0,1,1.0,74.0,0.0,99.0,90
2280,18449124,19649298,1,Cole,39.76492400146239,-104.96478566861015,Entire home/apt,5,1.5,2,2.0,115.0,60.0,98.0,27
2283,18476908,49827126,0,East Colfax,39.733225308513305,-104.89897810147006,Private room,2,1.5,1,1.0,75.0,15.0,96.0,31
2284,18477255,11494309,1,Washington Park West,39.7021213270791,-104.97638557485784,Entire home/apt,4,1.0,1,2.0,99.0,129.0,100.0,27
2285,18477347,49827126,0,East Colfax,39.734650428403306,-104.90021911393065,Private room,2,1.5,1,1.0,52.0,15.0,98.0,38
2286,18485222,37840131,1,City Park,39.74265784213328,-104.94374553190792,Private room,2,1.0,1,1.0,85.0,10.0,99.0,14
2288,18501879,25664155,1,Platt Park,39.686162432613074,-104.9814050739439,Entire home/apt,4,1.0,1,3.0,99.0,75.0,99.0,54
2298,18537985,34955862,0,Union Station,39.75346892711714,-105.00543182476505,Entire home/apt,4,1.5,1,1.0,199.0,129.0,98.0,39
2303,18582812,910454,1,Five Points,39.76093424915482,-104.97902665233437,Entire home/apt,5,1.0,2,2.0,159.0,59.0,96.0,176
2306,18591005,8007600,1,Speer,39.72013294621769,-104.9807550006397,Entire home/apt,5,1.0,2,3.0,150.0,45.0,94.0,46
2307,18596199,1662649,1,Congress Park,39.73367870564892,-104.94458402222669,Entire home/apt,3,1.0,1,1.0,115.0,60.0,99.0,46
2312,18626757,7655152,0,Union Station,39.757258594718685,-105.00380688608068,Entire home/apt,2,1.0,1,1.0,350.0,80.0,100.0,8
2319,18664952,90692855,1,CBD,39.7476589991536,-104.99227337613378,Entire home/apt,3,1.0,1,2.0,99.0,75.0,96.0,89
2323,18688257,4962900,0,Five Points,39.75644680395464,-104.99083884750576,Entire home/apt,4,1.0,1,2.0,229.0,109.0,70.0,2
2324,18689356,4962900,0,Five Points,39.7547439204361,-104.98944100830916,Entire home/apt,4,1.0,1,2.0,229.0,109.0,,0
2325,18689507,4962900,0,Five Points,39.756210938704776,-104.99078418591793,Entire home/apt,6,2.0,2,3.0,229.0,109.0,87.0,6
2326,18689642,4962900,0,Five Points,39.755537017673134,-104.99043977617771,Entire home/apt,6,2.0,2,3.0,229.0,109.0,92.0,15
2327,18689890,4962900,0,Five Points,39.75475735453049,-104.99134729410488,Entire home/apt,4,1.0,1,2.0,229.0,109.0,96.0,12
2328,18690003,4962900,0,Five Points,39.75527202049805,-104.99089593578123,Entire home/apt,4,1.0,1,2.0,229.0,109.0,96.0,9
2329,18690071,4962900,0,Five Points,39.75669317046539,-104.98940953953121,Entire home/apt,4,1.0,1,2.0,229.0,109.0,93.0,3
2330,18690188,4962900,0,Five Points,39.75524843488515,-104.99092897077131,Entire home/apt,4,1.0,1,2.0,229.0,109.0,87.0,3
2331,18690262,4962900,0,Five Points,39.75501503477396,-104.98964553180744,Entire home/apt,6,2.0,2,3.0,229.0,109.0,88.0,8
2333,18699249,4657393,0,University,39.67934454015956,-104.9658213245712,Private room,2,1.0,1,1.0,75.0,0.0,93.0,33
2353,18795405,114353388,0,Five Points,39.755513181829684,-104.98952191505985,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
2354,18795406,114353388,0,Five Points,39.7550912565106,-104.99114896527635,Entire home/apt,4,1.0,1,2.0,230.0,110.0,100.0,1
2355,18805144,130911588,0,Baker,39.71467977736936,-104.99275738250964,Entire home/apt,4,1.0,1,2.0,120.0,75.0,93.0,73
2357,18809898,35343841,0,CBD,39.74534131158463,-104.9959507940985,Entire home/apt,2,1.0,1,1.0,73.0,120.0,100.0,2
2358,18810738,37050956,1,Hampden South,39.63628236966841,-104.9014819781195,Entire home/apt,2,1.0,1,1.0,70.0,195.0,87.0,3
2359,18810819,105624502,0,Jefferson Park,39.75071156756112,-105.0211959810153,Entire home/apt,7,2.5,2,3.0,259.0,125.0,98.0,10
2366,18826951,57203764,1,Congress Park,39.733765253982035,-104.95919838935691,Entire home/apt,16,3.5,5,11.0,700.0,300.0,99.0,31
2370,18843560,3977211,1,Northeast Park Hill,39.763360987697396,-104.90643876598352,Private room,2,1.0,1,1.0,60.0,15.0,97.0,23
2379,18891531,110340380,1,West Highland,39.75963544817665,-105.02983239761836,Entire home/apt,3,1.0,1,2.0,80.0,40.0,99.0,135
2384,18896238,366539,1,Five Points,39.75438695161989,-104.98415970278398,Private room,4,1.0,1,4.0,95.0,20.0,98.0,19
2388,18913988,4962900,0,Five Points,39.75637354349037,-104.98916300947138,Entire home/apt,4,1.0,1,2.0,229.0,109.0,93.0,3
2389,18914142,4962900,0,Five Points,39.75637159186247,-104.99001069075014,Entire home/apt,6,2.0,2,3.0,229.0,109.0,70.0,2
2392,18933562,131979537,0,Civic Center,39.736063082100614,-104.99450690224307,Entire home/apt,4,1.0,1,1.0,150.0,42.0,98.0,44
2396,18947678,1629908,0,Civic Center,39.73894174106957,-104.99713729047346,Private room,2,1.0,1,1.0,109.0,30.0,99.0,78
2398,18957990,94413859,0,Mar Lee,39.686609497552645,-105.02811062508488,Private room,2,1.0,1,1.0,59.0,39.0,89.0,11
2401,18961512,132228223,0,Five Points,39.761319211785114,-104.9774071432576,Entire home/apt,5,1.0,2,2.0,163.0,49.0,95.0,138
2411,19000219,1429674,1,Hampden South,39.64505455561674,-104.89986328978131,Entire home/apt,16,4.0,7,7.0,650.0,180.0,96.0,14
2418,19040459,4446921,0,Speer,39.71713453114924,-104.98258746834362,Private room,2,1.0,1,1.0,55.0,20.0,100.0,5
2419,19047815,24626790,1,Regis,39.785982525341566,-105.0625956989455,Private room,2,1.0,1,1.0,50.0,14.0,98.0,58
2425,19066606,83333180,0,Capitol Hill,39.73167460665167,-104.977958333885,Entire home/apt,2,1.0,1,1.0,85.0,30.0,100.0,7
2427,19081823,94413859,0,Mar Lee,39.68482100273911,-105.02856091421295,Private room,1,1.0,1,1.0,45.0,39.0,86.0,16
2428,19081867,94413859,0,Mar Lee,39.68673706467446,-105.0281174523946,Private room,1,1.0,1,1.0,45.0,39.0,82.0,9
2432,19093319,4657393,0,University,39.68033906994885,-104.96503781033111,Private room,2,1.0,1,1.0,75.0,0.0,91.0,23
2433,19100541,46790287,1,Speer,39.72110696399458,-104.978058881926,Entire home/apt,14,3.0,5,7.0,395.0,159.0,94.0,7
2437,19116038,133575969,1,Five Points,39.76257911653078,-104.97434890643707,Private room,2,1.0,1,1.0,55.0,10.0,98.0,49
2447,19135032,35417493,1,Ruby Hill,39.69478304187879,-105.01660150699716,Private room,2,1.5,1,1.0,28.0,10.0,95.0,59
2448,19141160,115403173,1,Baker,39.71972283025108,-104.99069428698219,Entire home/apt,2,1.0,1,1.0,105.0,10.0,97.0,136
2449,19142829,53425381,1,Gateway - Green Valley Ranch,39.793781788692066,-104.7502217920258,Private room,2,1.0,1,1.0,60.0,7.0,97.0,45
2463,19217570,18607043,0,Baker,39.721091484922866,-104.99263441837265,Entire home/apt,8,3.5,4,7.0,475.0,150.0,100.0,5
2471,19270133,24157036,0,CBD,39.74546142000891,-104.99790316325937,Entire home/apt,2,1.0,1,1.0,179.0,250.0,,0
2473,19285524,24157036,0,Union Station,39.757810006115776,-105.00288409627521,Entire home/apt,2,1.0,1,1.0,222.0,0.0,,0
2477,19308744,94413859,0,Mar Lee,39.684608306780454,-105.02715932556944,Entire home/apt,5,1.0,3,3.0,175.0,100.0,,0
2480,19312922,5552771,0,Cole,39.76236271820906,-104.96207320501318,Private room,2,2.0,1,1.0,69.0,15.0,100.0,7
2483,19328779,72733237,0,Whittier,39.75220000549024,-104.97052875784145,Entire home/apt,3,1.0,2,2.0,120.0,50.0,97.0,7
2487,19343719,740330,0,CBD,39.74793034826201,-104.99109870725141,Entire home/apt,3,1.0,1,1.0,105.0,75.0,96.0,57
2488,19345497,114383856,1,Sloan Lake,39.751087818800244,-105.02884174870978,Entire home/apt,15,3.0,5,5.0,431.0,85.0,98.0,9
2489,19365545,54418694,0,Gateway - Green Valley Ranch,39.776786191033814,-104.77136344224978,Entire home/apt,9,2.5,4,4.0,425.0,75.0,85.0,4
2495,19387026,1313972,0,Congress Park,39.73395446374958,-104.9503934626673,Private room,2,1.5,1,1.0,85.0,100.0,100.0,6
2507,19435120,128258813,1,Congress Park,39.73162426085297,-104.94253314649195,Entire home/apt,5,1.0,1,3.0,99.0,29.0,100.0,157
2511,19436429,35168746,1,Chaffee Park,39.78914961373908,-105.01714733995668,Entire home/apt,6,1.0,2,2.0,83.0,75.0,100.0,47
2513,19438094,121718072,0,Stapleton,39.7673194810517,-104.88160838413016,Entire home/apt,5,1.0,1,1.0,135.0,115.0,,0
2517,19449063,135029903,0,West Highland,39.766073576611994,-105.0266920819863,Entire home/apt,16,3.0,5,13.0,400.0,250.0,99.0,40
2521,19473181,24157036,0,Union Station,39.749830832840814,-104.99701106078413,Entire home/apt,2,1.0,1,2.0,208.0,250.0,,0
2525,19489806,11494309,1,Washington Park West,39.702539566058114,-104.97631335034883,Private room,2,1.5,1,1.0,79.0,69.0,,0
2526,19489824,11494309,1,Washington Park West,39.702328588818496,-104.97440613892,Private room,6,2.5,3,3.0,119.0,99.0,100.0,10
2529,19503543,49223382,1,City Park West,39.7409455093755,-104.97166662469989,Entire home/apt,8,2.0,3,5.0,199.0,70.0,98.0,111
2533,19508251,136983886,1,Ruby Hill,39.693194734934394,-105.01024972026556,Entire home/apt,12,2.0,3,5.0,139.0,145.0,100.0,12
2539,19531059,137171772,1,Montbello,39.77654955147595,-104.8298546562496,Private room,2,1.0,1,1.0,79.0,10.0,96.0,26
2547,19575238,29171653,0,Hale,39.73253355819219,-104.930303562979,Entire home/apt,4,1.0,1,1.0,54.0,75.0,100.0,4
2549,19589877,2567124,1,Sunnyside,39.77910560324939,-105.02484524386921,Private room,4,1.0,1,2.0,60.0,17.0,99.0,109
2562,19624348,11496272,1,Platt Park,39.687755133583494,-104.97875082379974,Entire home/apt,2,1.0,0,1.0,125.0,79.0,99.0,74
2565,19625820,25518591,1,Speer,39.7174401568994,-104.97714892939725,Entire home/apt,3,1.0,1,1.0,95.0,59.0,98.0,59
2570,19640682,34274795,0,Virginia Village,39.689102148723705,-104.93546266710145,Entire home/apt,6,1.0,3,3.0,150.0,150.0,100.0,3
2581,19700450,74489151,0,Capitol Hill,39.73409015151632,-104.97345123885351,Entire home/apt,4,1.0,1,1.0,102.0,150.0,,0
2593,19751421,54348240,1,Sunnyside,39.77277622988609,-105.00939955588284,Entire home/apt,6,1.0,3,4.0,150.0,45.0,97.0,83
2598,19765957,137189465,1,Highland,39.76259192995261,-105.02439078635014,Entire home/apt,8,2.5,2,6.0,175.0,150.0,99.0,106
2599,19768668,36667343,1,West Colfax,39.739144509442184,-105.0464045364547,Entire home/apt,6,1.0,3,4.0,250.0,75.0,95.0,4
