,id,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,review_scores_rating,number_of_reviews
4334,25667731,159500744,1,Highland,39.760742800863206,-105.01554661187065,Entire home/apt,3,1.0,1,1.0,160.0,90.0,96.0,11
4336,25712383,121696781,0,Southmoor Park,39.633218993506,-104.91085696676815,Private room,2,2.0,2,2.0,43.0,100.0,,1
4339,25734193,151394248,0,West Highland,39.761362077393336,-105.03085942990137,Entire home/apt,6,1.0,2,2.0,280.0,138.0,100.0,1
4342,25765765,153390656,0,Washington Park West,39.70443940926073,-104.97512835367584,Entire home/apt,2,1.0,1,1.0,67.0,150.0,,0
4346,25781052,186321637,0,Cory - Merrill,39.69080049277565,-104.94364172234268,Private room,1,1.0,1,1.0,29.0,59.0,47.0,3
4350,25835232,191977384,1,Five Points,39.75249659793892,-104.98561643174101,Private room,4,3.0,1,2.0,125.0,50.0,98.0,12
4351,25836118,191977384,1,Five Points,39.75254832352396,-104.98465389126495,Private room,3,3.0,1,2.0,125.0,50.0,91.0,9
4354,25841647,73821714,0,Skyland,39.761134196049966,-104.95177451733652,Private room,2,1.0,1,1.0,60.0,10.0,100.0,10
4355,25841700,22814742,0,Platt Park,39.69293974602121,-104.97924094061814,Entire home/apt,6,1.5,2,4.0,215.0,65.0,99.0,17
4356,25843993,186321637,0,Cory - Merrill,39.69068019742841,-104.94452644045755,Private room,2,1.0,1,1.0,46.0,59.0,96.0,5
4362,25887437,190724245,0,CBD,39.74492866346938,-104.9925241572876,Entire home/apt,9,2.0,2,6.0,204.0,132.0,93.0,11
4363,25889349,166680650,0,Southmoor Park,39.65150634057085,-104.92109364843316,Private room,1,1.0,1,1.0,75.0,0.0,100.0,4
4364,25894179,191977384,1,Five Points,39.753145744707496,-104.98417170404112,Private room,2,3.0,1,1.0,125.0,50.0,100.0,9
4369,25917495,48108208,1,Highland,39.7634835899635,-105.02009205518,Entire home/apt,3,1.5,1,2.0,96.0,55.0,98.0,13
4371,25921900,40147810,1,North Park Hill,39.75349984945364,-104.92280519098406,Entire home/apt,11,2.0,4,6.0,270.0,177.0,100.0,3
4373,25937574,151394248,0,Sloan Lake,39.7512848348184,-105.02614581458118,Entire home/apt,2,1.5,1,1.0,160.0,98.0,100.0,2
4378,25949412,34768852,0,Sunnyside,39.7769284317337,-105.00560071585436,Entire home/apt,14,3.5,3,11.0,250.0,150.0,100.0,4
4380,25971944,139175812,0,Barnum West,39.72207424325511,-105.0426316684902,Shared room,3,2.0,1,4.0,26.0,0.0,100.0,13
4381,25972055,44453539,0,Stapleton,39.75559412367212,-104.86211780699446,Entire home/apt,5,2.0,2,3.0,175.0,150.0,100.0,8
4384,25978905,139175812,0,Barnum West,39.721212670185906,-105.04254880255579,Shared room,4,2.0,1,4.0,31.0,0.0,96.0,16
4386,26002885,34955862,0,Jefferson Park,39.75352579905659,-105.01921042110656,Entire home/apt,10,3.5,3,3.0,315.0,175.0,100.0,5
4389,26019543,139175812,0,Barnum West,39.720785471816185,-105.0426076201548,Shared room,3,2.0,1,4.0,33.0,0.0,96.0,11
4392,26031642,139175812,0,Barnum West,39.72250107475639,-105.04402537810795,Shared room,3,2.0,1,4.0,27.0,0.0,94.0,18
4393,26033870,41498342,0,Union Station,39.75480968163857,-105.00134980806077,Entire home/apt,5,1.0,1,2.0,173.0,150.0,93.0,4
4397,26056370,178961888,0,Five Points,39.75004726284777,-104.98352043018136,Entire home/apt,2,1.0,1,1.0,90.0,20.0,95.0,15
4398,26061325,151394248,0,Congress Park,39.7375951969318,-104.95401207227465,Entire home/apt,3,1.0,0,2.0,145.0,67.0,100.0,1
4402,26079534,139175812,0,Barnum West,39.72128004824544,-105.04384011767698,Shared room,3,2.0,1,4.0,32.0,0.0,92.0,19
4403,26081873,19481161,0,Sloan Lake,39.752948633118855,-105.04177151671522,Entire home/apt,5,2.0,2,3.0,235.0,100.0,100.0,4
4404,26082896,28638748,1,Clayton,39.76672017721336,-104.95596205813295,Private room,2,1.0,1,1.0,45.0,14.0,95.0,12
4405,26088013,188461738,0,Congress Park,39.73868092497436,-104.95759279480015,Shared room,3,1.0,1,1.0,25.0,0.0,,0
4408,26109270,74116192,1,Gateway - Green Valley Ranch,39.792711656072605,-104.77608250093971,Private room,2,1.0,1,1.0,100.0,0.0,100.0,8
4415,26130634,196418785,0,Five Points,39.75663680717728,-104.98468563612906,Private room,2,1.0,1,1.0,140.0,50.0,97.0,7
4416,26130655,130758085,0,Villa Park,39.733608214680046,-105.04420403966812,Private room,2,1.0,1,1.0,100.0,80.0,100.0,4
4417,26130724,196418785,0,Five Points,39.756598847976925,-104.98317075844774,Private room,2,1.0,1,1.0,150.0,50.0,97.0,6
4418,26130754,196418785,0,Five Points,39.75552047151617,-104.98353271112578,Private room,2,1.0,1,1.0,150.0,50.0,100.0,3
4419,26130771,196418785,0,Five Points,39.75749744265992,-104.9852339338214,Entire home/apt,4,1.0,1,1.0,200.0,80.0,89.0,7
4420,26130779,196418785,0,Five Points,39.756975938717595,-104.9850846983255,Private room,4,1.0,1,1.0,150.0,50.0,100.0,4
4421,26130792,196418785,0,Five Points,39.75594859028639,-104.98349668797415,Private room,2,1.0,1,1.0,150.0,50.0,97.0,6
4422,26130803,196418785,0,Five Points,39.755223484036016,-104.98469282457634,Private room,2,1.0,1,1.0,150.0,50.0,100.0,10
4423,26130807,196418785,0,Five Points,39.75531368206722,-104.98380328417612,Private room,4,1.0,1,1.0,150.0,50.0,93.0,6
4424,26131284,196418785,0,Five Points,39.75606703054941,-104.984426030724,Private room,4,1.0,1,1.0,165.0,50.0,98.0,9
4425,26132694,34770994,0,Whittier,39.754614880304004,-104.96491342568501,Entire home/apt,6,1.5,2,2.0,319.0,125.0,97.0,7
4428,26137368,196475775,0,Athmar Park,39.70601462700233,-105.00237565130439,Private room,2,1.0,1,1.0,60.0,0.0,98.0,10
4434,26164391,36367746,0,Capitol Hill,39.73526722711951,-104.98453551051355,Entire home/apt,4,1.0,1,1.0,175.0,0.0,90.0,4
4438,26193482,188525738,0,Windsor,39.69974787369565,-104.88446033405151,Private room,2,1.0,1,3.0,70.0,10.0,,0
4451,26225980,188714174,0,Kennedy,39.658276786782224,-104.85054425940321,Private room,3,1.0,1,1.0,38.0,7.0,,0
4452,26226720,94413859,0,Mar Lee,39.68668482972903,-105.0280623009823,Shared room,1,1.0,1,1.0,40.0,100.0,100.0,1
4454,26230682,197127827,0,Stapleton,39.79118212967329,-104.8947162675836,Entire home/apt,9,2.5,3,5.0,199.0,150.0,95.0,4
4455,26231122,43517222,0,West Colfax,39.74269120474246,-105.02770802056921,Entire home/apt,8,3.5,3,4.0,172.0,149.0,100.0,10
4456,26240997,100369882,0,West Highland,39.76785429099881,-105.0267189509679,Entire home/apt,12,3.0,4,6.0,217.0,287.0,,0
4459,26253752,10279860,0,City Park West,39.74040968661472,-104.96228560224628,Entire home/apt,6,1.0,1,3.0,99.0,60.0,100.0,3
4460,26253809,10279860,0,City Park West,39.74047172819682,-104.9610910964658,Entire home/apt,6,1.0,2,3.0,150.0,60.0,93.0,6
4462,26255387,24706252,0,City Park,39.742783768981816,-104.95149735366071,Entire home/apt,6,2.5,3,1.0,200.0,50.0,100.0,7
4468,26261787,190772202,0,Sunnyside,39.77423196699662,-105.00674085036033,Entire home/apt,8,2.5,2,2.0,299.0,300.0,67.0,3
4473,26277429,114353388,0,Five Points,39.76874911093547,-104.98309121601345,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
4474,26277537,114353388,0,Five Points,39.76811631336381,-104.98167832535185,Entire home/apt,6,2.0,2,3.0,230.0,110.0,100.0,1
4475,26277770,114353388,0,Five Points,39.76864853248249,-104.98174045390971,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
4476,26277819,114353388,0,Five Points,39.76858139461106,-104.98307928845814,Entire home/apt,6,2.0,2,3.0,230.0,110.0,100.0,1
4477,26277831,114353388,0,Five Points,39.76685097436689,-104.98369065336044,Entire home/apt,6,2.0,2,3.0,230.0,110.0,100.0,1
4478,26277880,114353388,0,Five Points,39.768791897360465,-104.98252407821312,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
4479,26278072,114353388,0,Five Points,39.76893073339557,-104.98250165958372,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
4480,26278151,114353388,0,Five Points,39.76900723886942,-104.982067926205,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
4481,26278166,114353388,0,Five Points,39.76836893164323,-104.98243322273336,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
4482,26278184,114353388,0,Five Points,39.76816361899062,-104.98195666441572,Entire home/apt,6,2.0,2,3.0,230.0,110.0,,0
4485,26281251,954256,0,City Park West,39.74836544926707,-104.96978670130369,Entire home/apt,7,2.0,3,3.0,150.0,70.0,99.0,25
4494,26326009,197977481,0,Speer,39.71232137972646,-104.97586012596805,Entire home/apt,14,4.0,5,6.0,350.0,299.0,100.0,1
4497,26331637,32788627,0,Cheesman Park,39.73644006627871,-104.9711190245166,Entire home/apt,4,1.0,2,2.0,137.0,150.0,75.0,4
4498,26333386,196418785,0,Five Points,39.75740159937036,-104.98490787480206,Entire home/apt,16,10.5,9,13.0,1650.0,0.0,100.0,1
4500,26336772,55721272,0,Hilltop,39.72353975419706,-104.92578920534426,Private room,2,3.0,1,3.0,75.0,0.0,100.0,1
4508,26355113,151394248,0,Jefferson Park,39.75044616200465,-105.02255317844799,Entire home/apt,5,2.5,2,2.0,275.0,138.0,100.0,2
4509,26355995,198199013,0,Clayton,39.76442656594158,-104.94873786862259,Entire home/apt,2,1.0,1,2.0,70.0,38.0,100.0,2
4517,26415492,9447036,1,CBD,39.74650668618948,-104.99253536583922,Entire home/apt,4,1.5,1,1.0,249.0,90.0,100.0,4
4519,26418798,99881850,0,Sunnyside,39.77595640125213,-105.01149305690792,Entire home/apt,4,1.0,2,2.0,97.0,99.0,100.0,10
4527,26453107,33923568,1,Hale,39.73251946663152,-104.93013103213137,Entire home/apt,6,2.0,3,3.0,150.0,50.0,100.0,1
4541,26519134,39880373,0,Five Points,39.751935765175816,-104.97964779480586,Entire home/apt,6,1.0,2,2.0,154.0,130.0,60.0,1
4543,26523691,39880373,0,Five Points,39.75002795856317,-104.97870172509927,Entire home/apt,6,1.0,2,2.0,154.0,130.0,100.0,1
4546,26524417,39880373,0,Five Points,39.751840084595116,-104.9787320346216,Entire home/apt,6,1.0,2,2.0,154.0,130.0,,0
4548,26531088,182297861,1,West Highland,39.75939483164966,-105.02891413031021,Entire home/apt,6,1.0,2,3.0,150.0,120.0,100.0,10
4551,26534975,55721272,0,Hilltop,39.7224472993674,-104.92531338332232,Private room,2,1.0,1,1.0,100.0,0.0,,0
4558,26566337,9232062,1,Berkeley,39.77032760819065,-105.04571570266407,Entire home/apt,4,1.0,0,2.0,105.0,60.0,98.0,9
4561,26574176,740330,0,CBD,39.74822234219546,-104.99268445222569,Entire home/apt,3,1.0,1,2.0,105.0,75.0,92.0,5
4562,26589746,39880373,0,Five Points,39.75041651116253,-104.98065469013966,Entire home/apt,12,2.0,4,4.0,150.0,250.0,100.0,1
4563,26591171,39880373,0,Five Points,39.74992801584123,-104.97890330236281,Entire home/apt,16,3.0,6,6.0,230.0,350.0,100.0,1
4565,26594537,199952576,0,Indian Creek,39.6822690279921,-104.89187950954066,Private room,2,1.0,1,1.0,50.0,19.0,100.0,1
4566,26595104,199952576,0,Indian Creek,39.68351632838645,-104.89407487569882,Private room,2,1.0,1,1.0,60.0,19.0,,0
4567,26595750,199952576,0,Indian Creek,39.684239057111384,-104.89206267317805,Private room,2,1.0,2,1.0,47.0,12.0,93.0,3
4568,26599585,33187398,0,Cole,39.76316143839682,-104.96058222557029,Entire home/apt,5,1.0,2,2.0,99.0,15.0,100.0,3
4571,26605718,48108208,1,Berkeley,39.77934447033137,-105.04217853074104,Entire home/apt,2,1.0,1,1.0,80.0,42.0,94.0,7
4572,26612529,139175812,0,Barnum West,39.72187907831703,-105.04204376703413,Shared room,2,2.0,1,4.0,38.0,0.0,96.0,10
4573,26628035,18473395,1,University,39.682960840375294,-104.96434506565186,Entire home/apt,4,2.5,2,2.0,150.0,75.0,,0
4578,26636471,139175812,0,Barnum West,39.72120173704282,-105.04371146312056,Shared room,4,2.0,1,4.0,38.0,0.0,100.0,3
4584,26665911,133755231,0,Virginia Village,39.68037109435082,-104.91330120534651,Entire home/apt,14,2.5,5,7.0,500.0,260.0,100.0,2
4588,26671491,192314300,0,North Park Hill,39.757974403575524,-104.93560974183363,Private room,4,1.0,2,2.0,58.0,0.0,100.0,1
4589,26681322,197528223,0,Berkeley,39.769622634259896,-105.03295235282113,Entire home/apt,6,2.5,2,3.0,177.0,130.0,100.0,4
4591,26685719,128226885,0,Stapleton,39.75803947527655,-104.8698965687462,Entire home/apt,2,1.0,0,1.0,85.0,30.0,97.0,6
4592,26688184,84380538,0,Highland,39.76170428603968,-105.00812500646386,Entire home/apt,6,2.0,3,3.0,350.0,140.0,100.0,5
4600,26712613,191977384,1,Five Points,39.75107247759832,-104.9848720024672,Private room,2,3.0,1,1.0,100.0,50.0,99.0,16
4604,26718642,55691638,0,Five Points,39.7515687535851,-104.98322029071888,Private room,3,1.0,1,2.0,57.0,50.0,,0
4607,26728147,7527876,0,Virginia Village,39.68116657391068,-104.9309483845759,Private room,2,1.0,1,1.0,65.0,25.0,98.0,12
4608,26736932,66242686,0,Jefferson Park,39.755387282738866,-105.02117723971018,Entire home/apt,8,2.5,2,4.0,400.0,150.0,,0
4609,26743022,983816,0,Congress Park,39.73866229037544,-104.94475900108276,Entire home/apt,4,1.0,1,2.0,99.0,65.0,100.0,1
4610,26748662,983816,0,Congress Park,39.737888432845814,-104.94418902883793,Entire home/apt,4,1.0,1,2.0,99.0,65.0,80.0,3
4611,26748674,983816,0,Congress Park,39.73660792139435,-104.94424048690149,Entire home/apt,4,1.0,1,1.0,99.0,65.0,90.0,2
4612,26750399,151394248,0,Highland,39.758481874598885,-105.01309536209551,Entire home/apt,4,1.0,1,1.0,175.0,58.0,100.0,2
4614,26760079,194150537,0,Gateway - Green Valley Ranch,39.78832121740865,-104.76151233179579,Entire home/apt,5,1.0,3,3.0,100.0,30.0,95.0,4
4616,26775810,13829683,0,Washington Park West,39.705989330278186,-104.97597336346836,Entire home/apt,6,1.0,2,4.0,138.0,75.0,100.0,7
4617,26779181,39880373,0,City Park West,39.74466684067175,-104.96930879694924,Entire home/apt,7,2.0,2,5.0,150.0,130.0,100.0,1
4619,26780645,58593458,0,Cherry Creek,39.72230222263317,-104.94804084848623,Private room,4,1.0,1,2.0,99.0,50.0,100.0,2
4620,26782031,139175812,0,Barnum West,39.72093997407863,-105.04222052239453,Shared room,4,2.0,1,4.0,25.0,0.0,100.0,6
4622,26812581,101996303,0,West Highland,39.7596945034864,-105.03767047515795,Entire home/apt,4,1.0,2,2.0,92.0,125.0,,0
4631,26849559,1675394,0,Speer,39.71232740847178,-104.9859117804527,Entire home/apt,6,1.0,2,3.0,120.0,68.0,98.0,8
4637,26886211,20722381,1,Hampden South,39.637584146655136,-104.90174538062028,Entire home/apt,6,2.0,2,3.0,100.0,80.0,,0
4638,26890540,178089515,0,City Park West,39.74185742552629,-104.96117730714658,Entire home/apt,3,1.0,1,1.0,145.0,100.0,100.0,3
4639,26892290,178089515,0,City Park West,39.742545579797934,-104.96169178132831,Entire home/apt,5,1.0,2,3.0,165.0,120.0,70.0,2
4640,26892494,178089515,0,City Park West,39.742580005925525,-104.96025908422483,Entire home/apt,3,1.0,1,1.0,135.0,100.0,100.0,6
4643,26897102,45941216,0,Highland,39.76746170181193,-105.01343444279223,Private room,2,1.5,1,1.0,150.0,15.0,100.0,4
4644,26897724,45941216,0,Highland,39.76797498449529,-105.01320907429468,Private room,2,1.5,1,1.0,150.0,15.0,100.0,4
4645,26898954,58593458,0,Cherry Creek,39.72171750252751,-104.94673795090156,Entire home/apt,12,3.5,5,5.0,500.0,125.0,100.0,3
4656,26957671,26869062,0,Speer,39.713538990095614,-104.98461910192141,Entire home/apt,2,1.0,1,1.0,100.0,0.0,95.0,4
4658,26962690,101996303,0,West Highland,39.76021978002196,-105.03698770863122,Entire home/apt,4,1.0,2,2.0,92.0,125.0,,0
4661,26987056,18677469,0,West Colfax,39.7388193186702,-105.04660665834035,Entire home/apt,10,2.0,4,5.0,999.0,175.0,100.0,1
4662,26992435,151394248,0,Villa Park,39.729489626892345,-105.0272301480788,Entire home/apt,5,1.0,2,2.0,150.0,87.0,90.0,2
4672,27037000,8650641,1,Five Points,39.761246522056155,-104.98913465581717,Entire home/apt,4,2.0,2,3.0,225.0,75.0,100.0,5
4677,27055456,203570639,0,Gateway - Green Valley Ranch,39.776391179653274,-104.75727943940709,Private room,2,1.0,1,1.0,70.0,10.0,100.0,1
4678,27057700,151394248,0,West Colfax,39.744949179534025,-105.03246062072948,Entire home/apt,6,2.5,3,4.0,365.0,172.0,100.0,1
4679,27058796,74116192,1,Gateway - Green Valley Ranch,39.79033330310904,-104.7782829900899,Private room,2,1.0,1,1.0,75.0,0.0,100.0,2
4681,27060681,4834261,0,CBD,39.74517239621296,-104.988460239961,Shared room,3,1.0,1,3.0,50.0,0.0,,0
4685,27090876,92609552,0,Lincoln Park,39.730990371344426,-105.00187313580379,Entire home/apt,4,1.0,1,2.0,250.0,80.0,100.0,2
4688,27127337,5216325,0,CBD,39.74561232300177,-104.99631196363607,Entire home/apt,6,2.0,2,2.0,151.0,159.0,,0
4690,27127709,204207634,0,Highland,39.76375633089015,-105.01420620254049,Entire home/apt,8,2.0,3,3.0,240.0,120.0,100.0,3
4692,27130759,26559443,0,Sunnyside,39.77244880381794,-105.00559808605749,Entire home/apt,4,2.0,2,2.0,169.0,40.0,100.0,1
4698,27160702,91494683,1,City Park West,39.7427893831845,-104.96893520007454,Entire home/apt,7,2.0,2,5.0,150.0,130.0,100.0,1
4703,27166366,24157036,0,CBD,39.743898502485045,-104.99585058444836,Entire home/apt,2,1.0,1,1.0,175.0,300.0,,0
4704,27167152,91882459,0,Berkeley,39.78039826067764,-105.04552199845502,Entire home/apt,8,4.0,4,4.0,250.0,0.0,100.0,1
4705,27172530,9272259,0,Cherry Creek,39.715660142400814,-104.94376752580088,Entire home/apt,10,4.5,4,6.0,288.0,100.0,100.0,3
4706,27173113,95058953,0,Gateway - Green Valley Ranch,39.79557659567936,-104.738320224959,Private room,5,1.0,2,3.0,89.0,50.0,,0
4709,27184488,20740969,0,CBD,39.74622685203015,-104.99249932171169,Entire home/apt,4,1.0,1,2.0,155.0,150.0,100.0,2
4710,27185302,34955862,0,North Capitol Hill,39.74384531278997,-104.97578600931736,Entire home/apt,3,1.0,0,2.0,105.0,125.0,100.0,4
4713,27198053,16356252,0,College View - South Platte,39.670178504711224,-105.02338134210515,Private room,2,1.0,1,1.0,40.0,0.0,100.0,3
4718,27227195,205046444,0,Sloan Lake,39.75229645117951,-105.03785470809031,Entire home/apt,2,1.0,1,1.0,75.0,80.0,,0
4721,27232252,151394248,0,Berkeley,39.7731626240306,-105.03444821104578,Entire home/apt,4,1.0,0,2.0,135.0,69.0,,0
4733,27273369,205452117,0,CBD,39.74507304305253,-104.99289812785162,Entire home/apt,7,1.0,2,5.0,288.0,135.0,93.0,3
4734,27281168,205511794,0,Five Points,39.76263734946491,-104.98878452470876,Entire home/apt,4,1.0,0,1.0,150.0,0.0,,0
4737,27283621,41480439,0,North Capitol Hill,39.741759430306416,-104.97930562260899,Entire home/apt,8,1.0,3,4.0,500.0,130.0,100.0,1
4738,27286726,41480439,0,North Capitol Hill,39.74041384220993,-104.97967825929243,Entire home/apt,8,1.0,2,6.0,500.0,160.0,100.0,1
4745,27358622,198260518,0,Berkeley,39.769900870581004,-105.02929437596492,Entire home/apt,8,1.0,3,3.0,180.0,100.0,,0
4746,27359841,41480439,0,North Capitol Hill,39.74184254916707,-104.97920499512745,Entire home/apt,4,1.0,1,2.0,500.0,80.0,,0
4747,27361820,41480439,0,North Capitol Hill,39.74050410130144,-104.97988806403887,Entire home/apt,4,1.0,1,1.0,500.0,80.0,100.0,1
4749,27365455,41480439,0,North Capitol Hill,39.74110924404449,-104.98101369340101,Entire home/apt,4,1.0,1,2.0,500.0,80.0,,0
4750,27365997,2943530,1,Sunnyside,39.77077693335011,-105.0206270768945,Private room,1,1.0,1,1.0,65.0,0.0,,0
4753,27367904,41480439,0,North Capitol Hill,39.74169354268478,-104.97981877851477,Entire home/apt,4,1.0,1,2.0,500.0,80.0,100.0,3
4754,27368079,84572417,0,Wellshire,39.663718756175655,-104.95509164803192,Private room,2,1.0,1,1.0,70.0,0.0,,0
4756,27372191,119680847,0,Cheesman Park,39.73818975109275,-104.96854525019623,Entire home/apt,6,1.5,2,3.0,165.0,65.0,100.0,2
4759,27394040,35518808,0,Clayton,39.763482820306685,-104.94718089572744,Entire home/apt,6,1.0,2,3.0,131.0,80.0,,0
4762,27405309,55721272,0,Hilltop,39.72172637820931,-104.92680305939692,Private room,2,3.0,1,2.0,60.0,0.0,,0
4764,27408248,59393723,1,Highland,39.76520366262579,-105.01897836437892,Entire home/apt,16,4.0,6,12.0,699.0,300.0,,0
4769,27425963,73268943,0,Virginia Village,39.6926259911121,-104.93556725901041,Entire home/apt,5,1.0,1,3.0,120.0,25.0,87.0,3
4775,27435124,186321637,0,Cory - Merrill,39.690818404553475,-104.94367694157341,Private room,1,1.0,1,1.0,39.0,49.0,100.0,1
4778,27455846,14377152,0,Five Points,39.756963308031295,-104.9793718383326,Entire home/apt,6,1.5,3,4.0,250.0,80.0,100.0,3
4779,27456936,34955862,0,Union Station,39.753708588656686,-105.00524905301796,Entire home/apt,6,2.0,2,2.0,275.0,155.0,100.0,1
4793,27488374,2727112,0,Union Station,39.75220096905002,-104.99334149272393,Entire home/apt,4,1.0,1,2.0,250.0,40.0,70.0,2
4805,27542353,207776499,0,CBD,39.74720265545647,-104.9962176454675,Entire home/apt,2,1.0,0,1.0,79.0,50.0,,0
4806,27542853,34955862,0,West Colfax,39.73794343075626,-105.03834250401493,Entire home/apt,6,1.5,2,2.0,170.0,160.0,,0
4807,27543433,168594618,0,Washington Virginia Vale,39.700669672837726,-104.93231779389343,Private room,2,1.0,1,1.0,77.0,10.0,,0
4809,27550319,88803675,0,Civic Center,39.729087669001935,-104.98921078175245,Entire home/apt,8,1.0,2,3.0,95.0,95.0,,0
4812,27557576,163844374,0,Hampden,39.67326983165164,-104.87182924373494,Shared room,2,2.0,1,6.0,20.0,0.0,80.0,2
4814,27574631,139175812,0,Barnum West,39.72081042223995,-105.04180211544588,Shared room,2,2.0,1,4.0,40.0,0.0,100.0,3
4818,27599458,144517099,0,Lincoln Park,39.739269349074824,-105.00203988686312,Entire home/apt,6,1.0,2,4.0,250.0,35.0,80.0,3
4821,27608514,104327915,0,Five Points,39.751582725512534,-104.97469764429144,Private room,2,1.0,1,1.0,38.0,10.0,100.0,4
4823,27610962,208176176,0,CBD,39.746046988399655,-104.99439627417492,Entire home/apt,8,2.0,2,5.0,175.0,131.0,,0
4824,27627099,208327479,0,Union Station,39.75233688126535,-105.00414009676466,Entire home/apt,4,1.5,1,1.0,149.0,89.0,,0
4825,27631434,23724674,1,Regis,39.785145698429574,-105.04388732391315,Entire home/apt,10,5.5,6,6.0,250.0,0.0,,0
