listing_id,date
590,2013-03-22
590,2013-03-24
590,2013-03-27
590,2013-03-28
590,2013-04-01
590,2013-04-13
590,2013-04-22
590,2013-04-27
590,2013-04-29
590,2013-05-04
590,2013-05-08
590,2013-05-12
590,2013-05-13
590,2013-05-18
590,2013-05-22
590,2013-05-29
590,2013-06-02
590,2013-06-03
590,2013-06-04
590,2013-06-07
590,2013-06-19
590,2013-06-21
590,2013-06-28
590,2013-07-06
590,2013-07-07
590,2013-07-09
590,2013-07-11
590,2013-07-25
590,2013-07-30
590,2013-08-02
590,2013-08-03
590,2013-08-04
590,2013-08-08
590,2013-08-10
590,2013-08-15
590,2013-08-16
590,2013-08-17
590,2013-08-18
590,2013-08-19
590,2013-08-20
590,2013-08-21
590,2013-08-25
590,2013-08-29
590,2013-09-03
590,2013-09-13
590,2013-09-21
590,2013-09-24
590,2013-09-25
590,2013-09-27
590,2013-09-28
590,2013-10-03
590,2013-10-14
590,2013-10-17
590,2013-10-20
590,2013-10-21
590,2013-10-22
590,2013-11-01
590,2013-11-13
590,2013-11-16
590,2013-11-25
590,2013-12-05
590,2013-12-30
590,2014-01-04
590,2014-01-08
590,2014-01-18
590,2014-01-23
590,2014-01-29
590,2014-02-19
590,2014-03-04
590,2014-03-06
590,2014-04-11
590,2014-04-17
590,2014-04-20
590,2014-04-22
590,2014-04-26
590,2014-04-30
590,2014-05-05
590,2014-05-10
590,2014-05-12
590,2014-05-19
590,2014-05-25
590,2014-05-31
590,2014-06-09
590,2014-06-11
590,2014-06-12
590,2014-06-14
590,2014-06-16
590,2014-06-20
590,2014-06-21
590,2014-06-24
590,2014-06-26
590,2014-06-27
590,2014-06-30
590,2014-07-03
590,2014-07-04
590,2014-07-09
590,2014-07-11
590,2014-07-12
590,2014-07-16
590,2014-07-17
590,2014-07-18
590,2014-07-26
590,2014-07-27
590,2014-07-28
590,2014-07-29
590,2014-08-01
590,2014-08-07
590,2014-08-08
590,2014-08-09
590,2014-08-10
590,2014-08-16
590,2014-08-19
590,2014-08-20
590,2014-08-24
590,2014-08-25
590,2014-08-28
590,2014-08-31
590,2014-09-02
590,2014-09-08
590,2014-09-11
590,2014-09-20
590,2014-10-07
590,2014-10-08
590,2014-10-09
590,2014-10-12
590,2014-10-14
590,2014-10-16
590,2014-10-20
590,2014-10-27
590,2014-11-01
590,2014-11-04
590,2014-11-16
590,2014-11-17
590,2014-11-21
590,2014-11-25
590,2014-12-05
590,2014-12-07
590,2014-12-08
590,2014-12-16
590,2014-12-19
590,2014-12-21
590,2014-12-22
590,2014-12-29
590,2015-01-06
590,2015-01-17
590,2015-01-19
590,2015-01-23
590,2015-01-30
590,2015-02-02
590,2015-02-11
590,2015-02-20
590,2015-03-16
590,2015-03-24
590,2015-03-28
590,2015-03-31
590,2015-04-03
590,2015-04-05
590,2015-04-07
590,2015-04-10
590,2015-04-13
590,2015-04-17
590,2015-04-18
590,2015-04-20
590,2015-04-21
590,2015-04-28
590,2015-05-06
590,2015-05-10
590,2015-05-12
590,2015-05-16
590,2015-05-18
590,2015-05-19
590,2015-05-20
590,2015-05-26
590,2015-05-27
590,2015-05-30
590,2015-05-31
590,2015-06-04
590,2015-06-07
590,2015-06-11
590,2015-06-14
590,2015-06-16
590,2015-06-17
590,2015-06-22
590,2015-06-26
590,2015-06-29
590,2015-07-02
590,2015-07-04
590,2015-07-05
590,2015-07-06
590,2015-07-09
590,2015-07-10
590,2015-07-11
590,2015-07-12
590,2015-07-13
590,2015-07-14
590,2015-07-15
590,2015-07-16
590,2015-07-20
590,2015-07-21
590,2015-07-22
590,2015-07-24
590,2015-07-26
590,2015-07-27
590,2015-07-28
590,2015-07-31
590,2015-08-07
590,2015-08-09
590,2015-08-10
590,2015-08-11
590,2015-08-12
590,2015-08-15
590,2015-08-16
590,2015-08-17
590,2015-08-19
590,2015-08-20
590,2015-08-24
590,2015-08-26
590,2015-09-02
590,2015-09-08
590,2015-09-09
590,2015-09-24
590,2015-09-26
590,2015-09-27
590,2015-11-23
590,2015-11-28
590,2015-12-30
590,2016-01-02
590,2016-01-10
590,2016-01-28
590,2016-02-14
590,2016-03-01
590,2016-03-16
590,2016-03-20
590,2016-03-23
590,2016-03-25
590,2016-03-26
590,2016-04-05
590,2016-04-11
590,2016-04-17
590,2016-04-19
590,2016-04-26
590,2016-04-30
590,2016-05-07
590,2016-05-10
590,2016-05-11
590,2016-05-13
590,2016-05-15
590,2016-05-20
590,2016-05-21
590,2016-05-28
590,2016-05-29
590,2016-06-08
590,2016-06-10
590,2016-06-12
590,2016-06-14
590,2016-06-14
590,2016-06-18
590,2016-06-18
590,2016-06-20
590,2016-06-27
590,2016-06-27
590,2016-07-03
590,2016-07-07
590,2016-07-08
590,2016-07-13
590,2016-07-13
590,2016-07-15
590,2016-07-19
590,2016-07-24
590,2016-07-25
590,2016-07-27
590,2016-07-29
590,2016-07-31
590,2016-08-04
590,2016-08-05
590,2016-08-06
590,2016-08-08
590,2016-08-10
590,2016-08-20
590,2016-08-23
590,2016-08-23
590,2016-08-25
590,2016-08-26
590,2016-08-29
590,2016-08-30
590,2016-08-31
590,2016-09-04
590,2016-09-05
590,2016-09-07
590,2016-09-07
590,2016-09-09
590,2016-09-11
590,2016-09-11
590,2016-09-16
590,2016-09-18
590,2016-09-19
590,2016-09-24
590,2016-09-25
590,2016-11-06
590,2016-11-13
590,2016-11-20
590,2016-12-04
590,2016-12-13
590,2017-01-04
590,2017-04-14
590,2017-04-15
590,2017-04-17
590,2017-04-22
590,2017-04-23
590,2017-04-29
590,2017-04-30
590,2017-05-07
590,2017-05-13
590,2017-05-15
590,2017-05-16
590,2017-05-17
590,2017-05-18
590,2017-05-19
590,2017-05-20
590,2017-05-21
590,2017-05-22
590,2017-05-24
590,2017-05-25
590,2017-05-30
590,2017-06-01
590,2017-06-02
590,2017-08-30
590,2017-09-01
590,2017-09-02
590,2017-09-04
590,2017-09-11
590,2017-11-20
590,2017-12-06
590,2017-12-14
590,2017-12-18
590,2017-12-21
590,2018-01-01
590,2018-01-28
590,2018-05-02
590,2018-05-05
590,2018-05-07
590,2018-05-12
590,2018-05-20
590,2018-05-21
590,2018-05-28
590,2018-08-05
590,2018-08-09
590,2018-08-10
590,2018-08-11
590,2018-08-14
590,2018-08-18
590,2018-08-20
590,2018-08-25
592,2009-02-21
592,2009-02-23
592,2009-06-16
592,2009-07-15
592,2009-08-30
592,2009-09-26
592,2009-10-20
592,2009-11-14
592,2010-04-01
592,2010-05-12
592,2010-05-15
592,2010-05-20
592,2010-06-26
592,2010-07-14
592,2010-08-12
592,2010-08-13
592,2010-08-25
592,2010-09-04
592,2010-09-05
592,2010-09-13
592,2010-10-03
592,2010-10-19
592,2010-10-27
592,2010-11-18
592,2011-01-07
592,2011-01-15
592,2011-03-18
592,2011-04-05
592,2011-07-06
592,2011-07-22
592,2011-08-01
592,2011-09-17
592,2011-09-22
592,2011-09-28
592,2011-09-29
592,2011-10-03
592,2011-10-06
592,2011-11-06
592,2011-11-12
592,2011-12-01
592,2011-12-03
592,2011-12-13
592,2011-12-18
592,2012-01-14
592,2012-01-30
592,2012-02-05
592,2012-02-22
592,2012-02-26
592,2012-03-12
592,2012-03-14
592,2012-03-20
592,2012-03-31
592,2012-04-13
592,2012-06-27
592,2012-06-30
592,2012-07-08
592,2012-07-16
592,2012-07-22
592,2012-08-05
592,2012-08-27
592,2012-09-01
592,2012-09-04
592,2012-09-08
592,2012-09-21
592,2012-09-30
592,2012-10-01
592,2012-10-18
592,2012-10-25
592,2012-10-30
592,2012-11-02
592,2013-02-14
592,2013-04-01
592,2013-04-14
592,2013-04-22
592,2013-04-26
592,2013-05-15
592,2013-05-20
592,2013-05-29
592,2013-05-31
592,2013-06-01
592,2013-06-09
592,2013-06-11
592,2013-06-19
592,2013-06-21
592,2013-07-03
592,2013-07-04
592,2013-07-06
592,2013-07-08
592,2013-08-10
592,2013-08-19
592,2013-10-01
592,2013-10-15
592,2013-10-25
592,2013-12-10
592,2013-12-17
592,2014-01-05
592,2014-01-13
592,2014-02-24
592,2014-04-10
592,2014-05-03
592,2014-05-20
592,2014-07-17
592,2014-11-14
592,2014-12-01
592,2015-05-27
592,2015-05-29
592,2015-06-02
592,2015-06-07
592,2015-06-09
592,2015-06-11
592,2015-06-18
592,2015-06-23
592,2015-06-27
592,2015-07-06
592,2015-07-21
592,2015-07-25
592,2015-08-03
592,2015-08-09
592,2015-08-15
592,2015-08-30
592,2015-10-01
592,2015-11-29
592,2016-01-08
592,2016-02-09
592,2016-04-11
592,2016-05-19
592,2016-05-29
592,2016-06-17
592,2016-06-20
592,2016-06-26
592,2016-06-30
592,2016-07-04
592,2016-07-15
592,2016-10-01
592,2016-11-20
592,2017-01-01
592,2017-03-13
592,2017-03-22
592,2017-05-27
592,2017-06-12
592,2017-06-25
592,2017-07-28
686,2008-08-28
686,2008-08-28
686,2008-08-28
686,2009-06-02
686,2009-06-23
686,2009-07-04
686,2009-07-14
686,2009-07-25
686,2009-09-07
686,2009-10-04
686,2009-10-05
686,2009-11-06
686,2010-01-28
686,2010-02-05
686,2010-02-07
686,2010-02-15
686,2010-02-27
686,2010-04-10
686,2010-06-05
686,2010-06-09
686,2010-06-13
686,2010-07-01
686,2010-07-31
686,2010-08-04
686,2010-08-07
686,2010-08-17
686,2010-09-12
686,2010-09-28
686,2010-10-19
686,2010-11-11
686,2011-01-03
686,2011-01-07
686,2011-03-07
686,2011-04-18
686,2011-06-02
686,2011-06-07
686,2011-07-15
686,2011-07-19
686,2011-07-28
686,2011-08-03
686,2011-08-05
686,2011-08-09
686,2011-08-14
686,2011-08-17
686,2011-08-23
686,2011-08-26
686,2011-09-14
686,2011-09-29
686,2011-10-14
686,2011-10-27
686,2011-12-08
686,2012-01-28
686,2012-02-13
686,2012-03-04
686,2012-03-12
686,2012-03-23
686,2012-04-23
686,2012-05-04
686,2012-06-06
686,2012-06-11
686,2012-06-14
686,2012-07-12
686,2012-07-19
686,2012-07-23
686,2012-08-04
686,2012-08-12
686,2012-08-30
686,2012-09-11
686,2012-09-14
686,2012-09-17
686,2012-09-24
686,2012-10-01
686,2012-10-06
686,2012-10-29
686,2012-11-08
686,2012-11-12
686,2012-11-24
686,2013-02-26
686,2013-04-21
686,2013-05-04
686,2013-05-11
686,2013-05-23
686,2013-05-27
686,2013-08-27
686,2013-09-10
686,2013-09-18
686,2013-10-12
686,2013-10-14
686,2013-11-04
686,2014-01-15
686,2014-03-08
686,2014-03-21
686,2014-03-27
686,2014-04-20
686,2014-04-28
686,2014-06-10
686,2014-06-23
686,2014-07-19
686,2014-07-22
686,2014-08-07
686,2014-08-17
686,2014-09-01
686,2014-09-18
686,2014-09-24
686,2014-10-06
686,2014-10-13
686,2014-10-18
686,2014-10-21
686,2014-11-10
686,2014-11-17
686,2015-01-02
686,2015-03-03
686,2015-03-23
686,2015-03-30
686,2015-04-17
686,2015-04-27
686,2015-04-29
686,2015-05-08
686,2015-05-22
686,2015-05-26
686,2015-05-30
686,2015-06-09
686,2015-06-11
686,2015-06-14
686,2015-06-23
686,2015-07-03
686,2015-07-05
686,2015-07-07
686,2015-07-11
686,2015-07-13
686,2015-07-21
686,2015-07-24
686,2015-07-26
686,2015-08-03
686,2015-08-12
686,2015-08-17
686,2015-09-01
686,2015-09-05
686,2015-09-07
686,2015-09-09
686,2015-09-15
686,2015-10-04
686,2015-10-07
686,2015-10-19
686,2015-11-09
686,2015-11-15
686,2015-11-23
686,2015-11-25
686,2015-12-07
686,2016-01-18
686,2016-03-18
686,2016-03-26
686,2016-04-09
686,2016-04-11
686,2016-04-23
686,2016-05-18
686,2016-05-25
686,2016-05-29
686,2016-06-04
686,2016-06-10
686,2016-06-12
686,2016-06-13
686,2016-06-16
686,2016-07-02
686,2016-07-07
686,2016-07-09
686,2016-07-11
686,2016-07-17
686,2016-07-21
686,2016-07-22
686,2016-07-27
686,2016-07-29
686,2016-08-03
686,2016-08-09
686,2016-08-19
686,2016-08-21
686,2016-08-28
686,2016-09-02
686,2016-09-06
686,2016-09-11
686,2016-09-16
686,2016-09-29
686,2016-10-17
686,2016-10-25
686,2016-11-03
686,2016-11-12
686,2017-01-02
686,2017-01-07
686,2017-06-20
686,2017-07-07
686,2017-07-14
686,2017-07-16
686,2017-07-22
686,2017-07-26
686,2017-07-30
686,2017-08-08
686,2017-08-14
686,2017-08-18
686,2017-08-23
686,2017-08-30
686,2017-09-03
686,2017-09-05
686,2017-09-10
686,2017-09-15
686,2017-09-18
686,2017-09-26
686,2017-10-13
686,2017-10-15
686,2017-10-29
686,2017-11-06
686,2017-11-21
686,2017-11-29
686,2017-12-04
686,2017-12-10
686,2018-01-07
686,2018-01-21
686,2018-01-28
686,2018-03-04
686,2018-03-11
686,2018-03-18
686,2018-04-09
686,2018-04-14
686,2018-04-23
686,2018-04-29
686,2018-05-06
686,2018-05-27
686,2018-06-01
686,2018-06-19
686,2018-06-24
686,2018-07-01
686,2018-07-08
686,2018-07-27
1940,2017-01-24
1940,2017-03-03
1940,2017-04-27
1940,2017-05-08
1940,2017-05-14
1940,2017-05-23
1940,2017-09-10
1940,2017-09-19
1940,2017-09-23
1940,2017-10-23
1940,2017-11-11
1940,2017-11-15
1940,2018-05-12
1940,2018-05-24
1940,2018-05-28
1940,2018-07-27
1940,2018-07-31
1940,2018-08-05
1940,2018-08-11
1940,2018-08-15
1940,2018-08-24
2086,2018-03-11
2086,2018-03-13
2086,2018-03-15
2086,2018-03-18
2086,2018-03-25
2086,2018-03-28
2086,2018-03-30
2086,2018-04-06
2086,2018-04-06
2086,2018-04-06
2086,2018-06-30
21745,2010-04-10
21745,2010-04-28
21745,2010-05-04
21745,2010-08-07
21745,2010-09-27
21745,2010-10-07
21745,2010-11-10
21745,2010-11-23
21745,2011-01-10
21745,2011-02-07
21745,2011-03-07
21745,2011-04-04
21745,2011-04-20
21745,2011-04-23
21745,2011-04-30
21745,2011-05-02
21745,2011-05-30
21745,2011-06-10
21745,2011-07-08
21745,2011-07-09
21745,2011-07-19
21745,2011-08-05
21745,2011-08-11
21745,2011-08-17
21745,2011-09-14
21745,2011-09-17
21745,2011-09-23
21745,2011-09-26
21745,2011-10-02
21745,2011-10-10
21745,2011-11-21
21745,2011-12-10
21745,2012-02-15
21745,2012-03-05
21745,2012-03-19
21745,2012-04-14
21745,2012-05-12
21745,2012-06-03
21745,2012-07-01
21745,2012-07-23
21745,2012-07-29
21745,2012-08-06
21745,2012-08-20
21745,2012-08-22
21745,2012-09-07
21745,2012-09-14
21745,2012-09-17
21745,2012-09-24
21745,2012-09-28
21745,2012-10-01
21745,2012-10-08
21745,2012-10-11
21745,2012-10-15
21745,2012-10-31
21745,2013-03-16
21745,2013-03-22
21745,2013-04-08
21745,2013-04-27
21745,2013-05-04
21745,2013-05-13
21745,2013-06-23
21745,2013-07-01
21745,2013-09-05
21745,2013-09-14
21745,2013-09-17
21745,2013-10-04
21745,2013-10-14
21745,2013-10-21
21745,2013-10-24
21745,2013-11-17
21745,2013-11-24
21745,2014-02-01
21745,2014-03-09
21745,2014-03-27
21745,2014-04-27
21745,2014-06-19
21745,2014-06-28
21745,2014-07-09
21745,2014-07-15
21745,2014-07-30
21745,2014-08-04
21745,2014-08-06
21745,2014-08-20
21745,2014-08-28
21745,2014-09-05
21745,2014-09-08
21745,2014-10-13
21745,2014-10-19
21745,2014-11-04
21745,2015-02-09
21745,2015-03-09
21745,2015-03-22
21745,2015-03-27
21745,2015-04-17
21745,2015-04-20
21745,2015-04-27
21745,2015-05-04
21745,2015-05-09
21745,2015-05-12
21745,2015-05-17
21745,2015-05-26
21745,2015-06-13
21745,2015-06-20
21745,2015-06-25
21745,2015-06-28
21745,2015-07-03
21745,2015-07-06
21745,2015-07-09
21745,2015-07-12
21745,2015-07-15
21745,2015-07-18
21745,2015-07-22
21745,2015-07-26
21745,2015-08-01
21745,2015-08-15
21745,2015-09-08
21745,2015-09-12
21745,2015-09-21
21745,2015-09-24
21745,2015-09-28
21745,2015-10-08
21745,2015-11-02
21745,2015-11-15
21745,2015-11-25
21745,2015-12-01
21745,2016-01-03
21745,2016-03-15
21745,2016-03-23
21745,2016-03-31
21745,2016-04-22
21745,2016-04-24
21745,2016-05-03
21745,2016-05-26
21745,2016-05-29
21745,2016-05-31
21745,2016-06-03
21745,2016-06-14
21745,2016-06-17
21745,2016-06-19
21745,2016-07-10
21745,2016-07-16
21745,2016-07-23
21745,2016-07-26
21745,2016-08-07
21745,2016-08-22
21745,2016-08-30
21745,2016-09-05
21745,2016-09-09
21745,2016-09-13
21745,2016-09-25
21745,2016-09-27
21745,2016-10-12
21745,2016-10-23
21745,2016-10-25
21745,2016-11-03
21745,2016-11-16
21745,2016-11-19
21745,2017-01-02
21745,2017-01-08
21745,2017-01-30
21745,2017-02-11
21745,2017-02-26
21745,2017-03-05
21745,2017-03-14
21745,2017-03-19
21745,2017-03-23
21745,2017-04-22
21745,2017-04-29
21745,2017-05-06
21745,2017-05-11
21745,2017-05-22
21745,2017-06-01
21745,2017-06-15
21745,2017-06-29
21745,2017-07-01
21745,2017-07-09
21745,2017-07-12
21745,2017-07-17
21745,2017-07-20
21745,2017-07-24
21745,2017-07-30
21745,2017-08-05
21745,2017-08-07
21745,2017-08-13
21745,2017-08-16
21745,2017-08-19
21745,2017-08-22
21745,2017-09-05
21745,2017-09-26
21745,2017-10-05
21745,2017-10-08
21745,2017-10-19
21745,2017-10-23
21745,2017-10-28
21745,2017-11-18
21745,2017-12-03
21745,2017-12-27
21745,2018-01-01
21745,2018-03-13
21745,2018-04-14
21745,2018-04-24
21745,2018-04-28
21745,2018-05-06
21745,2018-05-13
21745,2018-05-20
21745,2018-05-27
21745,2018-05-31
21745,2018-06-05
21745,2018-06-10
21745,2018-06-17
21745,2018-06-28
21745,2018-07-04
21745,2018-07-09
21745,2018-07-22
21745,2018-07-26
21745,2018-07-29
21745,2018-08-01
21745,2018-08-07
21746,2010-04-09
21746,2010-04-26
21746,2010-05-05
21746,2010-05-13
21746,2010-06-06
21746,2010-06-08
21746,2010-06-26
21746,2010-07-09
21746,2010-08-03
21746,2010-08-07
21746,2010-08-14
21746,2010-08-17
21746,2010-08-19
21746,2010-08-27
21746,2010-08-30
21746,2010-09-07
21746,2010-09-12
21746,2010-09-17
21746,2010-09-20
21746,2010-10-10
21746,2010-10-14
21746,2010-12-23
21746,2010-12-30
21746,2011-01-16
21746,2011-02-02
21746,2011-02-17
21746,2011-02-21
21746,2011-03-07
21746,2011-03-30
21746,2011-04-11
21746,2011-04-14
21746,2011-04-19
21746,2011-04-28
21746,2011-05-17
21746,2011-05-26
21746,2011-05-30
21746,2011-06-04
21746,2011-06-10
21746,2011-06-17
21746,2011-06-29
21746,2011-08-19
21746,2011-08-22
21746,2011-08-25
21746,2011-09-11
21746,2011-09-19
21746,2011-09-29
21746,2011-10-03
21746,2011-10-17
21746,2011-10-22
21746,2011-10-26
21746,2011-11-11
21746,2011-11-14
21746,2012-01-01
21746,2012-01-06
21746,2012-01-09
21746,2012-01-17
21746,2012-01-30
21746,2012-03-01
21746,2012-03-19
21746,2012-03-24
21746,2012-04-17
21746,2012-04-30
21746,2012-05-07
21746,2012-05-12
21746,2012-05-21
21746,2012-05-29
21746,2012-06-04
21746,2012-06-08
21746,2012-06-14
21746,2012-07-19
21746,2012-07-22
21746,2012-08-17
21746,2012-08-21
21746,2012-08-28
21746,2012-09-04
21746,2012-09-10
21746,2012-09-18
21746,2012-09-24
21746,2012-10-01
21746,2012-10-07
21746,2012-10-11
21746,2012-10-18
21746,2012-10-21
21746,2012-10-27
21746,2012-11-01
21746,2012-11-07
21746,2012-11-08
21746,2012-11-13
21746,2012-11-21
21746,2012-12-17
21746,2013-01-21
21746,2013-01-23
21746,2013-03-24
21746,2013-03-29
21746,2013-04-11
21746,2013-04-21
21746,2013-09-24
21746,2013-09-30
21746,2013-10-07
21746,2013-10-14
21746,2013-10-17
21746,2013-10-21
21746,2013-10-27
21746,2013-11-03
21746,2013-11-16
21746,2013-12-20
21746,2014-02-22
21746,2014-03-08
21746,2014-03-24
21746,2014-04-26
21746,2014-04-28
21746,2014-05-07
21746,2014-05-27
21746,2014-06-04
21746,2014-06-14
21746,2014-06-16
21746,2014-06-27
21746,2014-06-29
21746,2014-07-01
21746,2014-07-08
21746,2014-07-14
21746,2014-07-22
21746,2014-08-01
21746,2014-08-03
21746,2014-08-06
21746,2014-08-09
21746,2014-08-15
21746,2014-08-22
21746,2014-09-01
21746,2014-09-17
21746,2014-09-23
21746,2014-09-29
21746,2014-10-02
21746,2014-10-08
21746,2014-10-15
21746,2014-10-19
21746,2014-10-24
21746,2014-11-10
21746,2014-11-25
21746,2014-12-16
21746,2014-12-25
21746,2015-02-05
21746,2015-02-10
21746,2015-02-16
21746,2015-03-04
21746,2015-03-26
21746,2015-03-31
21746,2015-04-13
21746,2015-04-21
21746,2015-04-23
21746,2015-04-26
21746,2015-04-28
21746,2015-04-30
21746,2015-05-03
21746,2015-05-17
21746,2015-05-21
21746,2015-05-26
21746,2015-05-28
21746,2015-05-31
21746,2015-06-11
21746,2015-06-16
21746,2015-06-19
21746,2015-06-21
21746,2015-06-24
21746,2015-07-01
21746,2015-07-13
21746,2015-07-15
21746,2015-07-19
21746,2015-07-22
21746,2015-07-26
21746,2015-07-31
21746,2015-08-05
21746,2015-08-11
21746,2015-08-20
21746,2015-08-24
21746,2015-08-27
21746,2015-08-29
21746,2015-09-01
21746,2015-09-19
21746,2015-09-21
21746,2015-10-04
21746,2015-10-09
21746,2015-11-01
21746,2015-11-08
21746,2015-11-11
21746,2015-11-22
21746,2015-11-25
21746,2015-12-01
21746,2015-12-28
21746,2016-01-03
21746,2016-02-22
21746,2016-02-28
21746,2016-03-15
21746,2016-04-11
21746,2016-04-22
21746,2016-04-25
21746,2016-05-04
21746,2016-06-15
21746,2016-06-20
21746,2016-06-24
21746,2016-07-07
21746,2016-07-11
21746,2016-07-16
21746,2016-07-23
21746,2016-07-27
21746,2016-08-03
21746,2016-08-07
21746,2016-08-21
21746,2016-08-24
21746,2016-08-26
21746,2016-08-30
21746,2016-09-13
21746,2016-09-17
21746,2016-09-20
21746,2016-09-28
21746,2016-10-01
21746,2016-10-04
21746,2016-10-25
21746,2016-11-14
21746,2016-12-04
21746,2017-01-08
21746,2017-01-14
21746,2017-05-26
21746,2017-08-23
21746,2017-09-03
21746,2017-10-08
21746,2017-10-24
21746,2017-10-28
21746,2017-11-09
21746,2017-11-18
21746,2017-11-27
21746,2017-12-11
21746,2018-02-10
21746,2018-02-19
21746,2018-02-25
21746,2018-03-14
21746,2018-08-04
31503,2010-09-10
31503,2010-09-27
31503,2011-03-14
31503,2011-05-28
31503,2011-07-04
31503,2011-07-13
31503,2011-08-23
31503,2011-08-27
31503,2011-12-05
31503,2012-02-01
31503,2012-04-16
31503,2012-06-06
31503,2012-07-10
31503,2012-12-17
31503,2016-03-04
31503,2016-04-09
31503,2016-06-11
31503,2017-03-31
31503,2017-06-25
31503,2017-10-30
31503,2017-12-16
31503,2018-01-01
31503,2018-01-09
31503,2018-01-15
31503,2018-01-31
31503,2018-02-19
31503,2018-03-06
31503,2018-03-11
31503,2018-03-18
31503,2018-03-29
31503,2018-05-24
31503,2018-06-03
31503,2018-06-10
31503,2018-06-14
31503,2018-07-14
31503,2018-07-18
31503,2018-07-26
39405,2010-08-08
39405,2010-08-17
39405,2011-06-28
39405,2011-07-10
39405,2011-09-01
39405,2011-09-06
39405,2011-09-10
39405,2011-09-17
39405,2011-09-21
39405,2011-09-25
39405,2011-10-27
39405,2011-12-28
39405,2012-01-24
39405,2012-01-30
39405,2012-02-13
39405,2012-02-28
39405,2012-03-19
39405,2012-03-25
39405,2012-04-02
39405,2012-04-12
39405,2012-05-01
39405,2012-05-14
39405,2012-05-17
39405,2012-05-20
39405,2012-05-21
39405,2012-06-02
39405,2012-06-05
39405,2012-06-23
39405,2012-06-26
39405,2012-07-12
39405,2012-08-01
39405,2012-08-08
39405,2012-08-18
39405,2012-08-19
39405,2012-08-21
39405,2012-08-23
39405,2012-08-27
39405,2012-09-03
39405,2012-09-11
39405,2012-09-14
39405,2012-09-17
39405,2012-09-20
39405,2012-09-24
39405,2012-10-01
39405,2012-10-05
39405,2012-10-09
39405,2012-10-15
39405,2012-10-20
39405,2012-10-27
